require-number-to-fixed-digits-argument	unicorn
require-param	jsdoc
require-param-description	jsdoc
require-param-name	jsdoc
require-param-type	jsdoc
require-post-message-target-origin	unicorn
require-prop-type-constructor	vue
require-prop-types	vue
require-property	jsdoc
require-property-description	jsdoc
require-property-name	jsdoc
require-property-type	jsdoc
require-render-return	react
require-render-return	vue
require-returns	jsdoc
require-returns-description	jsdoc
require-returns-type	jsdoc
require-slots-as-functions	vue
require-test-timeout	vitest
require-throws-description	jsdoc
require-throws-type	jsdoc
require-to-throw-message	jest
require-to-throw-message	vitest
require-top-level-describe	jest
require-top-level-describe	vitest
require-typed-ref	vue
require-unicode-regexp	eslint
require-yield	eslint
require-yields	jsdoc
require-yields-description	jsdoc
require-yields-type	jsdoc
restrict-plus-operands	typescript
restrict-template-expressions	typescript
return-await	typescript
return-in-computed-property	vue
return-in-emits-validator	vue
role-has-required-aria-props	jsx-a11y
role-supports-aria-props	jsx-a11y
rules-of-hooks	react
scope	jsx-a11y
self-closing-comp	react
sort-imports	eslint
sort-keys	eslint
sort-vars	eslint
spec-only	promise
state-in-constructor	react
strict-boolean-expressions	typescript
strict-void-return	typescript
style-prop-object	react
switch-case-braces	unicorn
switch-case-break-position	unicorn
switch-exhaustiveness-check	typescript
symbol-description	eslint
tabindex-no-positive	jsx-a11y
text-encoding-identifier-case	unicorn
throw-new-error	unicorn
triple-slash-reference	typescript
unambiguous	import
unbound-method	typescript
unicode-bom	eslint
unified-signatures	typescript
uninvoked-array-callback	oxc
use-isnan	eslint
use-unknown-in-catch-callback-variable	typescript
valid-define-emits	vue
valid-define-options	vue
valid-define-props	vue
valid-describe-callback	jest
valid-describe-callback	vitest
valid-expect	jest
valid-expect	vitest
valid-expect-in-promise	jest
valid-expect-in-promise	vitest
valid-next-tick	vue
valid-params	promise
valid-title	jest
valid-title	vitest
valid-typeof	eslint
vars-on-top	eslint
void-dom-elements-no-children	react
warn-todo	vitest
yoda	eslint
